release_date,track_name,artist(s)_name,artist_count,in_spotify_playlists,in_spotify_charts,mils_of_streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
2022-02-15,DARARI,Treasure,1,328,0,182.9782,10,21,7.0,0,9.0,85,,Major,72,55,64,49,0,7,4
2022-02-18,Ya No Somos Ni Seremos,Christian Nodal,1,866,16,319.7571,27,84,32.0,7,11.0,140,G,Major,59,73,45,44,0,34,3
2013-07-16,Thinking with My Dick,"Kevin Gates, Juicy J",2,1550,0,109.0916,0,0,14.0,0,0.0,81,,Major,77,68,70,6,0,17,20
2022-02-25,Freaky Deaky,"Tyga, Doja Cat",2,1729,0,153.2409,26,1,19.0,0,0.0,104,D,Minor,80,24,65,2,0,9,4
2021-09-03,this is what falling in love feels like,JVKE,1,2005,0,346.1278,16,5,43.0,0,7.0,129,B,Major,42,33,44,62,0,8,6
2020-02-29,La Zona,Bad Bunny,1,1188,0,312.6229,13,1,15.0,0,1.0,94,C#,Minor,76,81,80,20,0,25,4
1975-10-31,Bohemian Rhapsody - Remastered 2011,Queen,1,40112,3,2197.0107,321,162,,8,17.0,71,,Minor,41,23,40,27,0,30,5
2018-03-16,Hope,XXXTENTACION,1,3659,0,1200.8085,11,10,267.0,0,7.0,146,A,Minor,59,23,46,66,0,15,6
2020-03-27,Levitating,Dua Lipa,1,9833,0,797.1961,233,82,531.0,1,1.0,103,F#,Minor,69,90,88,5,0,29,8
2013-01-01,Wake Me Up - Radio Edit,Avicii,1,50887,34,1970.6733,315,160,,1,46.0,124,D,Major,53,66,78,0,0,16,5
2021-05-21,"jealousy, jealousy",Olivia Rodrigo,1,3257,0,665.7656,10,0,70.0,0,0.0,164,A#,Minor,70,71,58,24,0,7,13
2021-09-10,Monï¿½ï¿½y so,YEAT,1,1473,0,263.779,2,0,12.0,0,10.0,138,D,Major,69,35,57,12,0,10,9
2020-10-08,Demasiadas Mujeres,C. Tangana,1,2226,0,339.4735,36,2,11.0,0,14.0,126,A,Minor,67,37,46,13,0,10,39
2017-02-22,Something Just Like This,"The Chainsmokers, Coldplay",2,23375,21,2204.0807,336,188,,3,30.0,103,B,Minor,61,47,65,3,0,17,4
2016-05-31,Closer,"The Chainsmokers, Halsey",2,28032,0,2591.2243,315,159,,0,44.0,95,G#,Major,75,64,52,41,0,11,3
2022-02-22,O.O,NMIXX,1,290,0,135.4443,9,66,10.0,0,0.0,200,B,Minor,39,28,77,4,0,6,29
2011-01-01,Somebody That I Used To Know,"Gotye, Kimbra",2,42798,0,1457.1393,217,136,,1,,129,,Major,86,75,52,54,0,10,4
2019-06-28,Tom's Diner,"AnnenMayKantereit, Giant Rooks",2,2605,0,236.8722,15,48,50.0,0,3.0,98,F#,Minor,68,33,43,38,0,36,14
2022-04-08,First Class,Jack Harlow,1,8737,0,694.5253,163,32,137.0,15,12.0,107,G#,Major,91,32,56,3,0,11,10
2022-03-23,Plan A,Paulo Londra,1,1105,0,240.6611,32,0,19.0,0,0.0,174,,Major,58,56,83,5,0,7,4
2022-02-17,Fuera del mercado,Danny Ocean,1,2499,21,421.3652,68,24,43.0,1,0.0,92,G#,Major,45,27,67,32,0,13,14
2022-03-25,X ï¿½ï¿½LTIMA,"Daddy Yankee, Bad Bunny",2,2697,1,349.7463,55,3,32.0,0,0.0,90,G,Major,81,59,83,9,0,11,5
2022-03-31,When You're Gone,Shawn Mendes,1,2092,0,255.1205,75,11,44.0,0,14.0,147,F,Major,60,58,69,2,0,58,4
2022-04-01,In My Head,Lil Tjay,1,1185,0,190.9813,21,0,31.0,0,0.0,143,C#,Major,68,41,55,16,0,10,12
2015-01-11,Wait a Minute!,Willow,1,11985,0,924.1933,79,80,250.0,3,10.0,101,D#,Minor,76,63,71,3,0,10,3
2022-04-05,LOVE DIVE,IVE,1,753,8,305.7711,28,124,13.0,0,1.0,118,C#,Minor,70,54,71,0,0,33,4
2022-03-18,Pantysito,"Feid, Alejo, Robi",3,2995,0,273.0055,49,17,30.0,0,0.0,98,G,Minor,83,63,74,14,0,16,6
2022-04-06,Chance,Paulo Londra,1,225,0,89.5665,11,0,7.0,0,0.0,138,C#,Minor,72,22,46,24,0,9,6
2015-01-01,Cool for the Summer,Demi Lovato,1,9243,0,677.3899,155,5,577.0,0,6.0,114,F,Minor,59,30,62,1,0,8,4
2022-04-07,psychofreak (feat. WILLOW),"Camila Cabello, Willow",2,918,0,75.4762,24,0,52.0,0,0.0,180,G,Minor,63,45,64,34,0,9,8
2021-09-09,Angel Baby,Troye Sivan,1,1959,9,408.8433,52,25,32.0,0,10.0,145,B,Major,56,41,57,1,0,13,3
2022-01-30,Vampiro,"Matuï¿½ï¿½, Wiu, ",3,540,4,187.7726,26,3,39.0,0,0.0,115,G#,Minor,78,63,64,1,0,7,4
2022-03-31,Si Quieren Frontear,"De La Ghetto, Duki, Quevedo",3,859,0,178.5124,14,0,11.0,0,0.0,82,A#,Major,79,48,84,13,0,21,23
2022-04-08,Right On,Lil Baby,1,1116,0,101.78,31,9,15.0,0,1.0,166,D,Major,70,22,61,2,0,10,34
2022-03-30,Me Arrepentï¿,"Ak4:20, Cris Mj, Pailita",3,273,2,118.3814,12,2,4.0,0,0.0,92,,Major,86,91,79,29,0,60,16
2022-04-08,That's Hilarious,Charlie Puth,1,686,2,146.3631,11,6,12.0,0,15.0,108,F#,Major,71,55,44,74,0,11,6
2022-03-25,Soy El Unico,Yahritza Y Su Esencia,1,226,0,126.444,5,0,4.0,0,1.0,84,E,Minor,71,63,45,45,0,11,3
2022-03-25,RUMBATï¿½,Daddy Yankee,1,1264,0,157.9907,20,4,52.0,0,1.0,95,D#,Minor,69,90,91,6,0,35,4
2022-03-17,sentaDONA (Remix) s2,"Luï¿½ï¿½sa Sonza, MC Frog, Dj Gabriel do Borel, Davi K",4,870,0,176.2908,32,0,49.0,0,0.0,135,D#,Minor,93,77,45,25,0,13,27
2019-12-13,Falling,Harry Styles,1,7556,0,1023.1871,124,24,254.0,0,8.0,110,E,Major,57,6,27,84,0,9,3
1996-11-24,Sigue,"Ed Sheeran, J Balvin",2,1370,0,106.9331,46,8,60.0,0,0.0,88,G,Major,89,59,64,5,0,19,7
2022-03-30,Fim de Semana no Rio,teto,1,315,2,139.1938,27,2,31.0,0,0.0,119,C#,Minor,87,28,50,12,0,10,10
2022-03-18,MANIAC,Stray Kids,1,651,0,212.235,6,188,20.0,0,0.0,120,C#,Major,58,71,80,15,0,7,41
2016-09-23,There's Nothing Holdin' Me Back,Shawn Mendes,1,12382,0,1714.491,229,57,,2,71.0,122,D,Major,86,97,80,36,0,9,6
2022-03-18,IDGAF (with blackbear),"Blackbear, BoyWithUke",2,625,0,197.6438,10,2,13.0,0,1.0,98,F,Major,78,83,75,41,0,27,8
2019-12-13,Golden,Harry Styles,1,8429,1,807.0159,85,24,200.0,0,2.0,140,E,Minor,45,25,84,21,0,13,6
2013-01-01,Get Lucky - Radio Edit,"Pharrell Williams, Nile Rodgers, Daft Punk",3,52898,0,933.8156,203,1,,0,0.0,116,F#,Minor,79,87,81,4,0,10,4
2021-06-25,Ain't Shit,Doja Cat,1,3436,0,499.7106,32,6,46.0,0,1.0,124,D#,Major,86,62,49,51,0,35,21
2022-02-25,"Nobody Like U - From ""Turning Red""","Jordan Fisher, Josh Levi, Finneas O'Connell, 4*TOWN (From Disney and Pixarï¿½ï¿½ï¿½s Turning Red), Topher Ngo, Grayson Vill",6,918,0,120.8472,34,39,30.0,0,0.0,105,A,Minor,91,73,72,13,0,9,15
2022-04-05,Still Life,BIGBANG,1,181,0,53.9091,16,14,7.0,0,0.0,118,G#,Major,68,24,58,44,0,6,3
2014-06-20,Photograph,Ed Sheeran,1,18778,3,2236.6679,228,105,,0,84.0,108,E,Major,61,20,38,61,0,10,5
2015-11-09,Love Yourself,Justin Bieber,1,22730,5,2123.3097,289,87,,0,36.0,100,E,Major,61,53,38,84,0,28,44
2022-05-13,N95,Kendrick Lamar,1,5542,0,301.2421,52,16,65.0,0,206.0,140,D#,Minor,81,39,66,38,0,12,14
2022-04-14,About Damn Time,Lizzo,1,9021,0,723.8945,242,49,272.0,21,24.0,109,A#,Minor,84,72,74,10,0,34,7
2022-05-13,Die Hard,"Kendrick Lamar, Blxst, Amanda Reifer",3,4627,0,237.3511,38,13,32.0,0,0.0,101,C#,Minor,78,40,74,36,0,17,27
2022-05-06,Despuï¿½ï¿½s de la P,Bad Bunny,1,2229,0,461.5585,27,44,24.0,0,5.0,78,F,Major,56,61,90,36,0,18,31
2022-05-06,Un Ratito,Bad Bunny,1,1112,6,417.2304,7,30,13.0,1,1.0,93,,Minor,79,22,55,31,0,12,5
2022-05-13,United In Grief,Kendrick Lamar,1,2575,0,156.8983,4,5,12.0,0,51.0,87,G#,Major,52,32,83,24,0,17,43
2022-05-13,Father Time (feat. Sampha),"Kendrick Lamar, Sampha",2,3107,0,127.3092,4,0,22.0,0,0.0,153,A#,Minor,55,50,78,19,0,11,35
2022-05-06,Yo No Soy Celoso,Bad Bunny,1,1179,0,313.1133,7,21,11.0,0,0.0,142,,Major,87,93,59,28,0,17,5
2022-05-13,Rich Spirit,Kendrick Lamar,1,3486,0,173.7021,20,10,33.0,0,0.0,96,A#,Minor,85,41,43,39,0,12,21
2022-05-12,Cooped Up (with Roddy Ricch),"Post Malone, Roddy Ricch",2,2942,0,271.6663,42,28,43.0,0,0.0,125,,Major,50,39,78,4,0,11,33
2022-05-06,Me Fui de Vacaciones,Bad Bunny,1,1443,0,305.6503,9,11,22.0,1,0.0,85,A#,Major,71,43,65,23,0,9,5
2022-05-13,Silent Hill,"Kendrick Lamar, Kodak Black",2,3028,0,123.2167,22,0,23.0,0,0.0,140,C#,Minor,92,78,57,46,0,14,9
2022-05-06,La Corriente,"Tony Dize, Bad Bunny",2,1796,8,479.6557,8,25,18.0,1,0.0,196,B,Minor,66,58,79,23,0,22,20
2022-05-13,Count Me Out,Kendrick Lamar,1,2729,0,126.1911,3,7,13.0,0,1.0,134,G,Major,78,51,43,69,0,14,9
2022-05-06,Andrea,"Buscabulla, Bad Bunny",2,1195,0,344.0559,8,30,13.0,1,1.0,103,C#,Minor,80,45,62,76,0,10,38
2022-05-06,Dos Mil 16,Bad Bunny,1,892,3,338.422,10,24,11.0,0,0.0,130,C#,Major,82,50,67,12,0,13,5
2022-05-13,We Cry Together,"Kendrick Lamar, Taylour Paige",2,1635,0,68.8956,4,1,6.0,0,0.0,108,B,Major,65,52,69,31,0,8,36
2022-05-13,Savior,"Kendrick Lamar, Sam Dew, Baby Keem",3,2291,0,86.1769,9,0,8.0,0,0.0,123,G#,Major,61,66,71,53,0,32,46
2022-05-06,Un Coco,Bad Bunny,1,1029,28,403.2316,5,28,9.0,0,0.0,152,B,Major,84,74,69,21,0,18,6
2022-05-06,Otro Atardecer,"Bad Bunny, The Marï¿½ï",2,1681,7,319.5468,10,30,13.0,0,33.0,108,D,Major,78,55,60,59,0,7,4
2022-05-13,Worldwide Steppers,Kendrick Lamar,1,1480,0,61.7398,1,0,5.0,0,0.0,72,A#,Minor,56,56,47,76,0,8,36
2022-05-06,Aguacero,Bad Bunny,1,829,0,283.3592,4,15,10.0,0,0.0,121,F#,Minor,86,67,65,42,0,35,7
2022-05-13,Purple Hearts,"Kendrick Lamar, Ghostface Killah, Summer Walker",3,2308,0,76.8319,7,0,7.0,0,0.0,138,D#,Minor,57,71,82,19,0,15,29
2022-05-06,Un Verano Sin Ti,Bad Bunny,1,1004,1,283.3323,8,12,9.0,0,0.0,188,F,Minor,50,41,50,69,0,12,6
2022-02-14,ULTRA SOLO,"Polima WestCoast, Pailita",2,1367,0,307.7526,48,4,34.0,1,0.0,110,C#,Major,80,26,85,23,0,11,21
2022-05-06,Ensï¿½ï¿½ï¿½ï¿½ame ,Bad Bunny,1,1112,3,279.7379,7,25,12.0,0,0.0,105,G#,Major,81,77,79,19,0,47,8
2022-05-06,El Apagï¿½,Bad Bunny,1,1209,0,212.3519,9,7,14.0,0,1.0,118,G#,Major,63,60,70,5,0,9,31
2019-05-31,Callaita,"Bad Bunny, Tainy",2,9539,15,1304.314,162,116,355.0,7,0.0,176,D,Major,61,24,62,60,0,24,31
2022-05-06,Dua Lipa,Jack Harlow,1,1992,0,150.501,35,0,3.0,0,0.0,158,B,Major,83,41,65,0,10,11,8
2022-05-06,Agosto,Bad Bunny,1,897,0,246.1278,6,20,8.0,0,0.0,115,C#,Minor,85,72,58,9,0,49,12
2016-01-15,House Of Memories,Panic! At The Disco,1,2948,0,582.8634,10,2,150.0,0,0.0,110,B,Minor,51,48,82,0,0,5,3
2022-05-13,Mr. Morale,"Kendrick Lamar, Tanna Leone",2,1860,0,58.6874,1,0,3.0,0,0.0,174,A,Major,73,26,54,30,0,34,32
2022-04-29,That That (prod. & feat. SUGA of BTS),"PSY, Suga",2,802,0,212.1092,16,81,23.0,0,0.0,130,E,Major,91,91,96,3,0,3,9
2022-04-29,In The Stars,Benson Boone,1,2224,8,382.1996,48,40,87.0,1,210.0,78,A#,Major,36,30,54,34,0,14,5
2022-05-13,Rich - Interlude,Kendrick Lamar,1,1103,0,41.2101,0,0,0.0,0,0.0,104,G,Major,44,74,42,88,0,9,9
2022-05-13,SUPERMODEL,Mï¿½ï¿½ne,1,2265,0,231.6579,93,12,173.0,11,3.0,121,G,Major,64,80,88,0,0,12,6
2022-03-10,Stefania (Kalush Orchestra),KALUSH,1,555,0,53.7292,10,4,4.0,0,0.0,105,D,Major,83,32,82,14,0,12,4
2022-04-22,Thousand Miles,The Kid Laroi,1,2050,0,244.7411,52,9,46.0,0,1.0,81,G,Major,38,20,66,9,0,9,8
2022-05-13,Crown,Kendrick Lamar,1,1493,0,42.4856,2,0,10.0,0,0.0,170,C#,Minor,37,14,24,80,0,11,4
2022-05-13,Auntie Diaries,Kendrick Lamar,1,1545,0,37.7782,1,0,4.0,0,0.0,78,G,Major,43,60,38,76,1,48,38
2022-04-29,PUFFIN ON ZOOTIEZ,Future,1,2350,0,254.2187,28,42,23.0,0,0.0,125,G#,Major,88,28,66,6,0,13,31
2022-05-13,Mirror,Kendrick Lamar,1,1929,0,53.6034,2,0,4.0,0,0.0,92,E,Minor,66,29,65,23,0,8,7
2022-04-22,Beautiful Girl,Luciano,1,710,4,160.0357,16,11,18.0,0,0.0,140,B,Minor,84,61,42,31,0,9,9
2022-04-25,"Paulo Londra: Bzrp Music Sessions, Vol. 23","Bizarrap, Paulo Londra",2,928,0,164.1632,19,0,7.0,0,0.0,96,,Major,61,32,90,25,0,10,9
2022-05-13,Savior - Interlude,Kendrick Lamar,1,1194,0,37.0916,0,0,3.0,0,0.0,118,F,Minor,66,83,43,84,0,19,19
2022-02-06,Pasoori,"Shae Gill, Ali Sethi",2,349,6,284.2498,10,22,3.0,0,0.0,92,B,Minor,71,67,60,7,0,6,4
2022-05-13,Mother I Sober (feat. Beth Gibbons of Portishead),"Kendrick Lamar, Beth Gibbons",2,1890,0,33.3815,3,0,2.0,0,0.0,140,G#,Minor,49,50,37,87,0,11,35
2022-04-01,TUS Lï¿½ï¿½GR,"Sech, Mora",2,1308,2,184.6225,23,16,9.0,0,5.0,174,C#,Major,68,45,71,18,0,11,25
2022-01-26,Where Did You Go?,"MNEK, Jax Jones",2,4531,0,300.9831,135,74,119.0,1,18.0,127,A#,Major,77,53,78,19,0,29,4
2022-05-06,I Tried to Tell Y'all,"Ugly Dray, Tesla Jnr",2,1657,0,121.0779,15,3,3.0,0,0.0,96,B,Major,71,37,52,62,0,11,36
2022-04-29,Honest (feat. Don Toliver),"Justin Bieber, Don Toliver",2,1351,0,106.9197,26,1,17.0,0,0.0,150,G#,Minor,82,82,66,13,0,11,6
2022-04-13,ZOOM,Jessi,1,608,0,136.9963,5,29,14.0,0,0.0,100,F#,Major,87,46,60,1,0,13,16
2021-12-24,SloMo,Chanel,1,1211,0,65.7199,31,0,19.0,0,2.0,105,C#,Minor,73,59,81,13,0,9,6
2022-05-02,FEARLESS,LE SSERAFIM,1,629,0,229.4979,18,75,9.0,0,0.0,104,G,Major,86,43,62,5,0,13,14
2022-03-23,10 Things I Hate About You,Leah Kate,1,1301,0,185.5509,23,1,15.0,0,0.0,154,G#,Major,54,45,79,1,0,17,5
2022-02-22,SPACE MAN,Sam Ryder,1,1329,0,54.6826,42,51,32.0,0,0.0,80,B,Major,47,33,83,18,0,10,5
2022-04-24,With you,"HA SUNG WOON, Jimin",2,343,2,240.58,4,35,11.0,1,1.0,150,D#,Major,53,14,43,64,0,13,3
1998-03-31,Iris,The Goo Goo Dolls,1,13101,9,1284.9426,137,5,582.0,0,0.0,156,B,Minor,32,49,72,0,0,9,4
2022-05-08,The Heart Part 5,Kendrick Lamar,1,2939,0,71.4233,29,0,30.0,0,0.0,98,G#,Minor,76,79,81,18,0,6,34
2019-11-07,San Lucas,Kevin Kaarl,1,407,1,244.8919,5,0,5.0,0,0.0,92,G,Major,58,27,36,86,0,9,3
2022-05-06,This Love (Taylorï¿½ï¿½ï¿½s Ve,Taylor Swift,1,1492,0,132.172,26,2,15.0,0,2.0,144,E,Major,47,7,50,32,0,7,4
2017-10-20,Good Looking,Suki Waterhouse,1,2264,0,184.7066,11,6,25.0,0,1.0,150,E,Major,37,27,56,8,0,13,3
2021-08-09,Flowers,Lauren Spencer Smith,1,801,0,184.8264,42,9,24.0,1,1.0,138,D#,Major,70,31,44,84,0,9,39
2022-06-10,Yet To Come,BTS,1,829,0,302.0066,32,110,26.0,0,0.0,172,C#,Major,56,68,89,4,0,33,19
2022-06-10,Run BTS,BTS,1,736,0,330.8811,5,132,17.0,0,3.0,77,G#,Major,72,70,82,2,0,4,17
2022-05-20,Music For a Sushi Restaurant,Harry Styles,1,4449,1,334.7336,80,11,66.0,0,1.0,107,B,Major,72,36,72,26,6,11,4
2022-05-20,Matilda,Harry Styles,1,3218,3,366.2145,29,10,79.0,0,0.0,114,D,Major,51,39,29,90,0,10,4
2022-06-10,For Youth,BTS,1,327,0,114.5463,5,40,12.0,0,0.0,117,D,Major,63,29,51,43,0,25,4
2022-05-20,Daylight,Harry Styles,1,2775,0,290.8332,21,11,40.0,0,0.0,146,,Major,69,63,45,48,0,18,4
2022-05-06,Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,1,4576,0,448.5008,79,13,93.0,0,17.0,160,G#,Minor,80,74,60,8,0,14,26
2022-06-10,Cash In Cash Out,"Pharrell Williams, Tyler, The Creator, 21 Savage",4,2313,0,136.6765,34,0,29.0,0,0.0,120,G,Major,88,15,56,1,0,8,6
2022-05-27,Potion (with Dua Lipa & Young Thug),"Calvin Harris, Dua Lipa, Young Thug",3,3983,0,190.625,73,45,119.0,0,0.0,100,B,Minor,82,76,70,16,0,8,5
2022-06-10,Born Singer,BTS,1,279,0,79.0953,0,18,6.0,0,0.0,158,G#,Minor,60,68,84,4,0,24,11
2022-05-20,Little Freak,Harry Styles,1,2302,0,273.1947,20,3,39.0,0,0.0,142,D#,Major,56,40,54,72,0,10,4
2022-05-20,La Llevo Al Cielo (Ft. ï¿½ï¿½engo F,"Nengo Flow, Anuel Aa, Chris Jedi, Chencho Corleone",4,3559,3,333.1465,36,1,31.0,0,1.0,170,A,Minor,80,77,85,11,0,17,14
2022-05-27,True Love,"Kanye West, XXXTENTACION",2,2129,0,194.9027,23,1,44.0,1,0.0,84,F,Minor,71,39,86,2,0,51,25
2022-05-20,Satellite,Harry Styles,1,3291,5,311.4824,43,28,79.0,0,208.0,139,,Major,58,30,46,14,0,9,3
1982-01-01,Pass The Dutchie,Musical Youth,1,5328,0,195.9185,54,76,900.0,0,0.0,151,G,Major,73,88,67,20,0,32,5
2022-06-08,"Villano Antillano: Bzrp Music Sessions, Vol. 51","Bizarrap, Villano Antillano",2,1401,0,248.5118,26,16,17.0,0,1.0,128,C#,Minor,82,42,75,6,0,63,6
2022-05-20,Love Of My Life,Harry Styles,1,1933,0,233.6713,13,2,31.0,0,0.0,118,G,Major,56,20,54,67,0,6,5
2022-05-20,Grapejuice,Harry Styles,1,1986,0,199.5879,7,1,15.0,0,0.0,183,F,Major,65,88,72,36,14,20,3
2022-06-09,So Good,Halsey,1,1057,0,91.7813,51,14,19.0,0,0.0,83,D#,Minor,63,29,62,4,0,18,4
2022-02-18,Belly Dancer,"BYOR, Imanbek",2,5115,13,383.836,109,38,301.0,1,33.0,122,C#,Major,85,42,80,6,0,17,14
2022-05-20,Keep Driving,Harry Styles,1,2094,1,236.0607,8,1,18.0,0,0.0,165,A,Major,72,90,48,32,0,18,23
2022-05-20,Cinema,Harry Styles,1,2171,0,189.2369,18,1,28.0,0,0.0,106,A,Minor,83,90,64,35,5,9,4
2022-05-25,Die Young (feat. 347aidan),"Sleepy hallow, 347aidan",2,896,0,160.8453,19,0,15.0,0,0.0,77,B,Major,81,68,58,83,0,11,34
2014-01-01,Only Love Can Hurt Like This,Paloma Faith,1,5148,0,588.9553,90,22,365.0,0,114.0,91,G#,Major,57,30,89,10,0,33,8
2022-05-03,Hold My Hand,Lady Gaga,1,2528,0,238.3503,63,8,270.0,2,105.0,148,G,Major,51,21,63,5,0,41,3
2022-05-20,Daydreaming,Harry Styles,1,1900,1,187.7031,15,1,23.0,0,0.0,114,E,Minor,71,90,81,31,2,13,3
2022-06-10,Numb,"Marshmello, Khalid",2,3879,2,295.307,107,76,86.0,1,9.0,120,,Minor,91,63,77,12,1,10,5
2022-06-02,Nos Comemos (feat. Ozuna),"Ozuna, Tiago pzk",2,896,0,138.3344,0,0,2.0,0,0.0,92,F#,Major,83,56,82,10,0,9,5
2016-11-10,Me and Your Mama,Childish Gambino,1,8775,0,445.5905,33,60,107.0,1,0.0,118,F,Major,56,25,45,1,3,7,3
2022-03-18,Crazy What Love Can Do,"David Guetta, Ella Henderson, Becky Hill",3,5290,0,286.7395,139,73,142.0,0,5.0,123,E,Minor,60,46,71,3,0,16,4
2018-09-12,SLOW DANCING IN THE DARK,Joji,1,10211,0,1122.3644,38,79,65.0,0,1.0,89,D#,Major,52,28,48,54,1,19,3
2022-06-02,Antes de Perderte,Duki,1,584,8,157.137,12,1,8.0,0,1.0,110,F,Minor,81,61,93,49,0,12,11
2022-05-20,Boyfriends,Harry Styles,1,1517,0,137.0709,26,2,30.0,0,0.0,118,,Major,42,32,20,94,0,11,4
2021-05-15,295,Sidhu Moose Wala,1,246,4,183.2732,4,106,0.0,0,7.0,90,B,Minor,68,54,76,21,0,11,20
2022-05-13,Tak Ingin Usai,Keisya Levronka,1,220,4,184.8076,16,5,0.0,0,6.0,130,,Major,49,14,40,82,0,11,3
2022-05-13,En El Radio Un Cochinero,Victor Cibrian,1,514,0,164.8563,5,36,1.0,0,0.0,154,F#,Minor,70,97,62,47,0,10,4
1986-03-03,Master of Puppets (Remastered),Metallica,1,6080,0,704.1711,112,198,406.0,1,0.0,105,E,Minor,54,59,83,0,44,20,4
2022-06-21,BREAK MY SOUL,Beyoncï¿,1,9724,0,354.615,222,61,259.0,14,2.0,115,C#,Minor,70,87,88,4,0,26,8
2022-06-16,ULTRA SOLO REMIX,"De La Ghetto, Feid, Polima WestCoast, Paloma Mami, Pailita",5,2341,0,279.7174,37,2,38.0,2,0.0,110,C#,Major,91,59,82,8,0,6,8
2022-06-17,Massive,Drake,1,5263,0,195.6287,66,89,61.0,0,11.0,125,E,Minor,51,5,68,12,2,15,6
2022-06-10,Betty (Get Money),Yung Gravy,1,2402,0,221.7529,45,2,26.0,0,1.0,102,C#,Major,73,62,75,0,0,34,8
2022-02-06,Ojos Marrones,Lasso,1,795,11,263.2804,26,18,15.0,1,4.0,120,G#,Minor,81,72,65,4,0,14,4
2022-06-24,POP!,Nayeon,1,571,0,213.5052,19,21,14.0,0,2.0,97,D,Major,80,36,86,4,0,3,5
2022-03-24,Layla,"Schï¿½ï¿½rze, DJ R",2,832,3,130.4194,18,124,24.0,1,0.0,140,F,Minor,44,41,92,0,0,44,7
2022-07-01,MORE,j-hope,1,565,0,155.7958,6,52,11.0,0,0.0,97,D,Major,78,31,72,1,0,11,4
1987-01-01,Sweet Child O' Mine,Guns N' Roses,1,41231,1,1553.498,228,151,,3,99.0,125,F#,Major,45,67,90,9,11,10,5
2022-05-12,Last Last,Burna Boy,1,4526,12,293.4665,156,275,150.0,3,128.0,88,D#,Minor,80,55,56,13,0,8,9
2022-03-19,SNAP,Rosa Linn,1,1818,0,711.3666,3,0,63.0,0,353.0,170,,Major,56,52,64,11,0,45,7
2022-06-17,Sticky,Drake,1,2814,0,191.4489,38,105,25.0,0,2.0,137,A#,Minor,88,8,49,9,0,9,14
2022-07-01,Hot Shit (feat. Ye & Lil Durk),"Kanye West, Lil Durk, Cardi B",3,1601,0,85.925,11,0,2.0,0,0.0,157,A,Major,88,52,69,0,0,8,23
2022-06-03,Ai Preto,"L7nnon, DJ Biel do Furduncinho, Bianca",3,894,4,176.1039,28,0,54.0,0,0.0,130,F#,Major,95,83,57,54,0,10,25
2022-07-06,La Loto,"Anitta, Tini, Becky G",3,945,0,121.1893,49,3,57.0,0,0.0,90,C#,Major,85,80,83,10,0,8,11
2022-06-24,die first,Nessa Barrett,1,767,0,131.7462,25,0,22.0,0,0.0,183,G#,Minor,44,44,67,7,0,12,13
2022-05-02,Afraid To Feel,LF System,1,5898,5,244.79,129,55,128.0,0,101.0,128,C#,Major,58,68,91,2,0,27,11
2022-06-10,Baile no Morro,"Mc Vitin Da Igrejinha, MC Tairon, DJ Win",3,685,2,129.3147,17,0,24.0,0,30.0,130,D#,Minor,71,78,40,46,0,7,45
2022-08-04,cï¿½ï¿½mo dormi,Rels B,1,1452,35,331.5114,16,15,20.0,0,0.0,126,C#,Major,63,56,43,24,0,12,23
2022-08-05,Bad Decisions (with BTS & Snoop Dogg),"Snoop Dogg, BTS, Benny Blanco",3,1456,0,219.1967,53,2,33.0,0,0.0,120,,Major,77,94,87,2,0,23,12
2022-08-05,STAYING ALIVE (feat. Drake & Lil Baby),"Drake, DJ Khaled, Lil Baby",3,2107,0,170.7328,51,1,50.0,0,0.0,130,E,Minor,72,18,46,7,0,28,8
2020-12-18,Caile,Luar La L,1,1494,2,273.9143,17,12,15.0,0,0.0,122,,Major,70,46,76,30,0,9,45
2022-08-05,Si Te La Encuentras Por Ahï¿,Feid,1,1379,4,179.0614,23,10,18.0,0,0.0,172,G#,Minor,74,46,58,15,0,13,8
2022-07-20,GIVENCHY,Duki,1,625,4,185.237,13,18,12.0,0,0.0,103,G#,Major,61,38,62,14,0,23,40
2022-07-29,ALIEN SUPERSTAR,Beyoncï¿,1,2688,0,171.7885,39,47,36.0,0,0.0,122,A#,Minor,55,46,64,0,0,17,10
2019-09-13,Mary On A Cross,Ghost,1,2668,2,387.0802,38,266,78.0,0,141.0,130,B,Major,47,56,90,0,0,10,4
2022-08-01,Attention,NewJeans,1,799,12,264.7175,14,141,9.0,0,1.0,105,A#,Minor,81,70,65,24,0,8,4
2022-03-11,THE SHADE,Rex Orange County,1,1189,6,244.9289,17,10,16.0,0,4.0,120,F,Major,90,73,51,39,0,9,6
2022-07-12,"Come Back Home - From ""Purple Hearts""",Sofia Carson,1,367,0,97.6104,28,67,195.0,0,0.0,145,G,Major,56,43,53,24,0,12,4
2022-07-22,El Rescate,"Grupo Marca Registrada, Junior H",2,527,4,287.2789,10,43,3.0,1,0.0,99,G,Minor,79,64,59,28,0,11,14
2008-01-01,Heartless,Kanye West,1,17504,34,887.9061,63,39,,0,2.0,88,A#,Minor,79,66,65,5,0,25,14
